"Date","remark","value"
1997-01-01,NA,0.02
1997-01-02,NA,0.02
1997-01-03,NA,0.02
1997-01-04,NA,1.565
1997-01-05,NA,1.569
1997-01-06,NA,0.616
1997-01-07,NA,0.351
1997-01-08,NA,0.204
1997-01-09,NA,0.142
1997-01-10,NA,0.126
1997-01-11,NA,0.112
1997-01-12,NA,0.1
1997-01-13,NA,0.089
1997-01-14,NA,0.079
1997-01-15,NA,0.071
1997-01-16,NA,0.066
1997-01-17,NA,0.063
1997-01-18,NA,0.06
1997-01-19,NA,0.057
1997-01-20,NA,0.054
1997-01-21,NA,0.056
1997-01-22,NA,1.367
1997-01-23,NA,1.35
1997-01-24,NA,0.449
1997-01-25,NA,0.286
1997-01-26,NA,0.207
1997-01-27,NA,0.181
1997-01-28,NA,0.163
1997-01-29,NA,0.147
1997-01-30,NA,0.133
1997-01-31,NA,0.129
1997-02-01,NA,0.127
1997-02-02,NA,0.125
1997-02-03,NA,0.123
1997-02-04,NA,0.122
1997-02-05,NA,0.12
1997-02-06,NA,0.118
1997-02-07,NA,0.117
1997-02-08,NA,0.115
1997-02-09,NA,0.113
1997-02-10,NA,0.112
1997-02-11,NA,0.11
1997-02-12,NA,0.109
1997-02-13,NA,0.107
1997-02-14,NA,0.106
1997-02-15,NA,0.104
1997-02-16,NA,0.103
1997-02-17,NA,0.101
1997-02-18,NA,1.574
1997-02-19,NA,1.699
1997-02-20,NA,1.388
1997-02-21,NA,1.845
1997-02-22,NA,1.738
1997-02-23,NA,1.525
1997-02-24,NA,0.897
1997-02-25,NA,0.597
1997-02-26,NA,0.414
1997-02-27,NA,0.361
1997-02-28,NA,0.325
1997-03-01,NA,1.661
1997-03-02,NA,1.69
1997-03-03,NA,1.251
1997-03-04,NA,0.91
1997-03-05,NA,0.421
1997-03-06,NA,0.318
1997-03-07,NA,0.267
1997-03-08,NA,0.225
1997-03-09,NA,1.624
1997-03-10,NA,1.191
1997-03-11,NA,0.687
1997-03-12,NA,0.395
1997-03-13,NA,0.245
1997-03-14,NA,0.178
1997-03-15,NA,0.167
1997-03-16,NA,0.158
1997-03-17,NA,0.281
1997-03-18,NA,0.249
1997-03-19,NA,0.18
1997-03-20,NA,0.208
1997-03-21,NA,0.188
1997-03-22,NA,0.163
1997-03-23,NA,0.146
1997-03-24,NA,0.127
1997-03-25,NA,0.141
1997-03-26,NA,0.124
1997-03-27,NA,0.11
1997-03-28,NA,0.114
1997-03-29,NA,0.106
1997-03-30,NA,0.09
1997-03-31,NA,0.081
1997-04-01,NA,0.076
1997-04-02,NA,0.072
1997-04-03,NA,0.07
1997-04-04,NA,0.066
1997-04-05,NA,0.063
1997-04-06,NA,0.061
1997-04-07,NA,0.057
1997-04-08,NA,0.054
1997-04-09,NA,0.053
1997-04-10,NA,0.05
1997-04-11,NA,0.048
1997-04-12,NA,0.046
1997-04-13,NA,0.043
1997-04-14,NA,0.04
1997-04-15,NA,0.04
1997-04-16,NA,0.039
1997-04-17,NA,0.038
1997-04-18,NA,0.039
1997-04-19,NA,0.04
1997-04-20,NA,0.04
1997-04-21,NA,0.039
1997-04-22,NA,0.04
1997-04-23,NA,0.04
1997-04-24,NA,0.04
1997-04-25,NA,0.039
1997-04-26,NA,0.04
1997-04-27,NA,0.04
1997-04-28,NA,0.04
1997-04-29,NA,0.04
1997-04-30,NA,0.063
1997-05-01,NA,0.193
1997-05-02,NA,0.099
1997-05-03,NA,0.093
1997-05-04,NA,0.094
1997-05-05,NA,0.093
1997-05-06,NA,0.092
1997-05-07,NA,0.096
1997-05-08,NA,0.093
1997-05-09,NA,0.094
1997-05-10,NA,0.096
1997-05-11,NA,0.097
1997-05-12,NA,0.096
1997-05-13,NA,0.098
1997-05-14,NA,0.095
1997-05-15,NA,0.097
1997-05-16,NA,0.095
1997-05-17,NA,0.1
1997-05-18,NA,0.1
1997-05-19,NA,0.098
1997-05-20,NA,0.101
1997-05-21,NA,0.096
1997-05-22,NA,0.101
1997-05-23,NA,0.101
1997-05-24,NA,0.102
1997-05-25,NA,0.101
1997-05-26,NA,0.098
1997-05-27,NA,0.101
1997-05-28,NA,0.097
1997-05-29,NA,0.147
1997-05-30,NA,0.124
1997-05-31,NA,0.118
1997-06-01,NA,0.118
1997-06-02,NA,0.113
1997-06-03,NA,0.116
1997-06-04,NA,0.114
1997-06-05,NA,0.112
1997-06-06,NA,0.113
1997-06-07,NA,0.107
1997-06-08,NA,0.108
1997-06-09,NA,0.104
1997-06-10,NA,0.104
1997-06-11,NA,0.102
1997-06-12,NA,0.102
1997-06-13,NA,0.1
1997-06-14,NA,0.103
1997-06-15,NA,0.101
1997-06-16,NA,0.368
1997-06-17,NA,0.194
1997-06-18,NA,0.169
1997-06-19,NA,0.149
1997-06-20,NA,0.13
1997-06-21,NA,0.181
1997-06-22,NA,0.191
1997-06-23,NA,0.152
1997-06-24,NA,0.153
1997-06-25,NA,0.196
1997-06-26,NA,0.16
1997-06-27,NA,0.151
1997-06-28,NA,0.151
1997-06-29,NA,0.142
1997-06-30,NA,0.271
1997-07-01,NA,0.177
1997-07-02,NA,0.156
1997-07-03,NA,0.156
1997-07-04,NA,0.149
1997-07-05,NA,0.139
1997-07-06,NA,0.232
1997-07-07,NA,0.176
1997-07-08,NA,0.476
1997-07-09,NA,0.28
1997-07-10,NA,0.228
1997-07-11,NA,0.214
1997-07-12,NA,0.198
1997-07-13,NA,0.187
1997-07-14,NA,0.167
1997-07-15,NA,0.158
1997-07-16,NA,0.146
1997-07-17,NA,0.248
1997-07-18,NA,0.22
1997-07-19,NA,0.189
1997-07-20,NA,0.232
1997-07-21,NA,0.349
1997-07-22,NA,0.206
1997-07-23,NA,0.153
1997-07-24,NA,0.14
1997-07-25,NA,0.306
1997-07-26,NA,0.446
1997-07-27,NA,0.326
1997-07-28,NA,0.232
1997-07-29,NA,0.177
1997-07-30,NA,0.149
1997-07-31,NA,0.142
1997-08-01,NA,0.141
1997-08-02,NA,0.137
1997-08-03,NA,0.132
1997-08-04,NA,0.123
1997-08-05,NA,0.121
1997-08-06,NA,0.12
1997-08-07,NA,0.116
1997-08-08,NA,0.112
1997-08-09,NA,0.113
1997-08-10,NA,0.105
1997-08-11,NA,0.103
1997-08-12,NA,0.251
1997-08-13,NA,0.193
1997-08-14,NA,0.115
1997-08-15,NA,0.11
1997-08-16,NA,0.088
1997-08-17,NA,0.106
1997-08-18,NA,0.096
1997-08-19,NA,0.074
1997-08-20,NA,0.068
1997-08-21,NA,0.063
1997-08-22,NA,0.059
1997-08-23,NA,0.052
1997-08-24,NA,0.049
1997-08-25,NA,0.045
1997-08-26,NA,0.041
1997-08-27,NA,0.038
1997-08-28,NA,0.04
1997-08-29,NA,0.04
1997-08-30,NA,0.038
1997-08-31,NA,0.039
1997-09-01,NA,0.038
1997-09-02,NA,0.04
1997-09-03,NA,0.04
1997-09-04,NA,0.039
1997-09-05,NA,0.039
1997-09-06,NA,0.039
1997-09-07,NA,0.041
1997-09-08,NA,0.041
1997-09-09,NA,0.038
1997-09-10,NA,0.041
1997-09-11,NA,0.04
1997-09-12,NA,0.039
1997-09-13,NA,0.039
1997-09-14,NA,0.039
1997-09-15,NA,0.039
1997-09-16,NA,0.053
1997-09-17,NA,0.085
1997-09-18,NA,0.069
1997-09-19,NA,0.065
1997-09-20,NA,0.063
1997-09-21,NA,0.066
1997-09-22,NA,0.064
1997-09-23,NA,0.06
1997-09-24,NA,0.061
1997-09-25,NA,0.059
1997-09-26,NA,0.057
1997-09-27,NA,0.054
1997-09-28,NA,0.052
1997-09-29,NA,0.054
1997-09-30,NA,0.051
1997-10-01,NA,0.05
1997-10-02,NA,0.05
1997-10-03,NA,0.05
1997-10-04,NA,0.04
1997-10-05,NA,0.04
1997-10-06,NA,0.04
1997-10-07,NA,0.04
1997-10-08,NA,0.03
1997-10-09,NA,0.03
1997-10-10,NA,0.03
1997-10-11,NA,0.03
1997-10-12,NA,0.03
1997-10-13,NA,0.03
1997-10-14,NA,0.02
1997-10-15,NA,0.02
1997-10-16,NA,0.02
1997-10-17,NA,0.02
1997-10-18,NA,0.02
1997-10-19,NA,0.02
1997-10-20,NA,0.02
1997-10-21,NA,0.02
1997-10-22,NA,0.02
1997-10-23,NA,0.01
1997-10-24,NA,0.01
1997-10-25,NA,0.01
1997-10-26,NA,0.01
1997-10-27,NA,0.01
1997-10-28,NA,0.01
1997-10-29,NA,0.01
1997-10-30,NA,0.01
1997-10-31,NA,0.01
1997-11-01,NA,0.01
1997-11-02,NA,0.01
1997-11-03,NA,0.01
1997-11-04,NA,0.01
1997-11-05,NA,0.01
1997-11-06,NA,0.01
1997-11-07,NA,0.01
1997-11-08,NA,0.01
1997-11-09,NA,0.01
1997-11-10,NA,0.01
1997-11-11,NA,0.01
1997-11-12,NA,0.01
1997-11-13,NA,0.01
1997-11-14,NA,0.01
1997-11-15,NA,0.01
1997-11-16,NA,0.01
1997-11-17,NA,0.01
1997-11-18,NA,0.01
1997-11-19,NA,0.01
1997-11-20,NA,0.01
1997-11-21,NA,0.01
1997-11-22,NA,0.01
1997-11-23,NA,0.01
1997-11-24,NA,0.01
1997-11-25,NA,0.01
1997-11-26,NA,0.01
1997-11-27,NA,0.01
1997-11-28,NA,0.01
1997-11-29,NA,0.01
1997-11-30,NA,0.01
1997-12-01,NA,0.01
1997-12-02,NA,0.01
1997-12-03,NA,0.01
1997-12-04,NA,0.01
1997-12-05,NA,0.01
1997-12-06,NA,0.01
1997-12-07,NA,0.02
1997-12-08,NA,0.02
1997-12-09,NA,0.02
1997-12-10,NA,0.02
1997-12-11,NA,0.02
1997-12-12,NA,0.02
1997-12-13,NA,0.02
1997-12-14,NA,0.02
1997-12-15,NA,0.02
1997-12-16,NA,0.02
1997-12-17,NA,0.02
1997-12-18,NA,0.02
1997-12-19,NA,0.02
1997-12-20,NA,0.02
1997-12-21,NA,0.02
1997-12-22,NA,0.02
1997-12-23,NA,0.02
1997-12-24,NA,0.02
1997-12-25,NA,0.02
1997-12-26,NA,0.02
1997-12-27,NA,0.02
1997-12-28,NA,0.02
1997-12-29,NA,0.02
1997-12-30,NA,0.02
1997-12-31,NA,0.02
1998-01-01,NA,0.02
1998-01-02,NA,0.02
1998-01-03,NA,0.02
1998-01-04,NA,0.02
1998-01-05,NA,0.02
1998-01-06,NA,0.02
1998-01-07,NA,0.02
1998-01-08,NA,0.03
1998-01-09,NA,0.03
1998-01-10,NA,0.03
1998-01-11,NA,0.03
1998-01-12,NA,0.03
1998-01-13,NA,0.03
1998-01-14,NA,0.03
1998-01-15,NA,0.03
1998-01-16,NA,0.03
1998-01-17,NA,0.03
1998-01-18,NA,0.03
1998-01-19,NA,0.03
1998-01-20,NA,0.03
1998-01-21,NA,0.03
1998-01-22,NA,0.03
1998-01-23,NA,0.03
1998-01-24,NA,0.03
1998-01-25,NA,0.03
1998-01-26,NA,0.03
1998-01-27,NA,0.03
1998-01-28,NA,0.03
1998-01-29,NA,0.03
1998-01-30,NA,0.03
1998-01-31,NA,0.03
1998-02-01,NA,0.03
1998-02-02,NA,0.03
1998-02-03,NA,0.03
1998-02-04,NA,0.03
1998-02-05,NA,0.03
1998-02-06,NA,0.03
1998-02-07,NA,0.03
1998-02-08,NA,0.04
1998-02-09,NA,0.04
1998-02-10,NA,0.04
1998-02-11,NA,0.04
1998-02-12,NA,0.04
1998-02-13,NA,0.04
1998-02-14,NA,0.04
1998-02-15,NA,0.14
1998-02-16,NA,0.29
1998-02-17,NA,0.42
1998-02-18,NA,0.33
1998-02-19,NA,0.2
1998-02-20,NA,0.14
1998-02-21,NA,0.12
1998-02-22,NA,0.1
1998-02-23,NA,0.08
1998-02-24,NA,0.07
1998-02-25,NA,0.05
1998-02-26,NA,0.04
1998-02-27,NA,0.09
1998-02-28,NA,0.07
1998-03-01,NA,0.07
1998-03-02,NA,0.07
1998-03-03,NA,0.07
1998-03-04,NA,0.07
1998-03-05,NA,0.07
1998-03-06,NA,0.06
1998-03-07,NA,0.06
1998-03-08,NA,0.06
1998-03-09,NA,0.06
1998-03-10,NA,0.06
1998-03-11,NA,0.06
1998-03-12,NA,0.06
1998-03-13,NA,0.06
1998-03-14,NA,0.06
1998-03-15,NA,0.06
1998-03-16,NA,0.06
1998-03-17,NA,0.06
1998-03-18,NA,0.14
1998-03-19,NA,0.21
1998-03-20,NA,0.16
1998-03-21,NA,0.18
1998-03-22,NA,0.21
1998-03-23,NA,0.24
1998-03-24,NA,0.2
1998-03-25,NA,0.15
1998-03-26,NA,0.12
1998-03-27,NA,0.11
1998-03-28,NA,0.11
1998-03-29,NA,0.11
1998-03-30,NA,0.53
1998-03-31,NA,1.04
1998-04-01,NA,0.66
1998-04-02,NA,0.45
1998-04-03,NA,0.34
1998-04-04,NA,0.26
1998-04-05,NA,0.21
1998-04-06,NA,0.17
1998-04-07,NA,0.14
1998-04-08,NA,0.33
1998-04-09,NA,0.28
1998-04-10,NA,0.24
1998-04-11,NA,0.2
1998-04-12,NA,0.18
1998-04-13,NA,0.16
1998-04-14,NA,0.39
1998-04-15,NA,0.38
1998-04-16,NA,0.29
1998-04-17,NA,0.12
1998-04-18,NA,0.11
1998-04-19,NA,0.16
1998-04-20,NA,0.2
1998-04-21,NA,0.1
1998-04-22,NA,0.1
1998-04-23,NA,0.09
1998-04-24,NA,0.09
1998-04-25,NA,0.09
1998-04-26,NA,0.09
1998-04-27,NA,0.09
1998-04-28,NA,0.09
1998-04-29,NA,0.08
1998-04-30,NA,0.08
1998-05-01,NA,0.08
1998-05-02,NA,0.09
1998-05-03,NA,0.32
1998-05-04,NA,0.18
1998-05-05,NA,0.13
1998-05-06,NA,0.13
1998-05-07,NA,0.15
1998-05-08,NA,0.24
1998-05-09,NA,0.21
1998-05-10,NA,0.2
1998-05-11,NA,0.18
1998-05-12,NA,0.17
1998-05-13,NA,0.16
1998-05-14,NA,0.15
1998-05-15,NA,0.13
1998-05-16,NA,0.12
1998-05-17,NA,0.11
1998-05-18,NA,0.11
1998-05-19,NA,0.1
1998-05-20,NA,0.1
1998-05-21,NA,0.1
1998-05-22,NA,0.1
1998-05-23,NA,0.1
1998-05-24,NA,0.14
1998-05-25,NA,0.19
1998-05-26,NA,0.16
1998-05-27,NA,0.14
1998-05-28,NA,0.38
1998-05-29,NA,0.21
1998-05-30,NA,0.14
1998-05-31,NA,0.41
1998-06-01,NA,0.2
1998-06-02,NA,0.15
1998-06-03,NA,0.14
1998-06-04,NA,0.13
1998-06-05,NA,0.13
1998-06-06,NA,0.12
1998-06-07,NA,0.12
1998-06-08,NA,0.11
1998-06-09,NA,0.11
1998-06-10,NA,0.1
1998-06-11,NA,0.2
1998-06-12,NA,0.27
1998-06-13,NA,0.18
1998-06-14,NA,0.14
1998-06-15,NA,0.14
1998-06-16,NA,0.13
1998-06-17,NA,0.13
1998-06-18,NA,0.52
1998-06-19,NA,0.69
1998-06-20,NA,0.31
1998-06-21,NA,0.29
1998-06-22,NA,0.23
1998-06-23,NA,0.2
1998-06-24,NA,0.18
1998-06-25,NA,0.2
1998-06-26,NA,0.2
1998-06-27,NA,0.65
1998-06-28,NA,0.96
1998-06-29,NA,0.49
1998-06-30,NA,0.31
1998-07-01,NA,0.24
1998-07-02,NA,0.21
1998-07-03,NA,0.29
1998-07-04,NA,0.33
1998-07-05,NA,0.27
1998-07-06,NA,0.26
1998-07-07,NA,0.26
1998-07-08,NA,0.25
1998-07-09,NA,0.24
1998-07-10,NA,0.21
1998-07-11,NA,0.16
1998-07-12,NA,0.13
1998-07-13,NA,0.11
1998-07-14,NA,0.08
1998-07-15,NA,0.07
1998-07-16,NA,0.07
1998-07-17,NA,0.06
1998-07-18,NA,0.06
1998-07-19,NA,0.06
1998-07-20,NA,0.27
1998-07-21,NA,0.33
1998-07-22,NA,0.13
1998-07-23,NA,0.1
1998-07-24,NA,0.1
1998-07-25,NA,0.1
1998-07-26,NA,0.09
1998-07-27,NA,0.09
1998-07-28,NA,0.09
1998-07-29,NA,0.09
1998-07-30,NA,0.09
1998-07-31,NA,0.09
1998-08-01,NA,0.08
1998-08-02,NA,0.08
1998-08-03,NA,0.08
1998-08-04,NA,0.24
1998-08-05,NA,0.59
1998-08-06,NA,0.38
1998-08-07,NA,0.3
1998-08-08,NA,0.23
1998-08-09,NA,0.18
1998-08-10,NA,0.14
1998-08-11,NA,0.11
1998-08-12,NA,0.1
1998-08-13,NA,0.09
1998-08-14,NA,0.09
1998-08-15,NA,0.1
1998-08-16,NA,0.08
1998-08-17,NA,0.09
1998-08-18,NA,0.08
1998-08-19,NA,0.08
1998-08-20,NA,0.07
1998-08-21,NA,0.13
1998-08-22,NA,0.23
1998-08-23,NA,0.13
1998-08-24,NA,0.12
1998-08-25,NA,0.25
1998-08-26,NA,0.15
1998-08-27,NA,0.11
1998-08-28,NA,0.09
1998-08-29,NA,0.08
1998-08-30,NA,0.06
1998-08-31,NA,0.05
1998-09-01,NA,0.05
1998-09-02,NA,0.05
1998-09-03,NA,0.05
1998-09-04,NA,0.05
1998-09-05,NA,0.05
1998-09-06,NA,0.05
1998-09-07,NA,0.05
1998-09-08,NA,0.05
1998-09-09,NA,0.05
1998-09-10,NA,0.05
1998-09-11,NA,0.05
1998-09-12,NA,0.05
1998-09-13,NA,0.05
1998-09-14,NA,0.2
1998-09-15,NA,0.43
1998-09-16,NA,0.22
1998-09-17,NA,0.17
1998-09-18,NA,0.14
1998-09-19,NA,0.12
1998-09-20,NA,0.1
1998-09-21,NA,0.08
1998-09-22,NA,0.07
1998-09-23,NA,0.06
1998-09-24,NA,0.05
1998-09-25,NA,0.05
1998-09-26,NA,0.05
1998-09-27,NA,0.05
1998-09-28,NA,0.05
1998-09-29,NA,0.05
1998-09-30,NA,0.07
1998-10-01,NA,0.066
1998-10-02,NA,0.052
1998-10-03,NA,0.047
1998-10-04,NA,0.043
1998-10-05,NA,0.191
1998-10-06,NA,0.392
1998-10-07,NA,0.22
1998-10-08,NA,0.162
1998-10-09,NA,0.156
1998-10-10,NA,0.151
1998-10-11,NA,0.146
1998-10-12,NA,0.142
1998-10-13,NA,0.137
1998-10-14,NA,0.132
1998-10-15,NA,0.128
1998-10-16,NA,0.124
1998-10-17,NA,0.165
1998-10-18,NA,0.264
1998-10-19,NA,0.202
1998-10-20,NA,0.112
1998-10-21,NA,0.088
1998-10-22,NA,0.077
1998-10-23,NA,0.068
1998-10-24,NA,0.06
1998-10-25,NA,0.052
1998-10-26,NA,0.046
1998-10-27,NA,0.048
1998-10-28,NA,0.068
1998-10-29,NA,0.076
1998-10-30,NA,0.072
1998-10-31,NA,0.069
1998-11-01,NA,0.065
1998-11-02,NA,0.062
1998-11-03,NA,0.059
1998-11-04,NA,0.056
1998-11-05,NA,0.055
1998-11-06,NA,0.054
1998-11-07,NA,0.053
1998-11-08,NA,0.052
1998-11-09,NA,0.054
1998-11-10,NA,0.601
1998-11-11,NA,0.44
1998-11-12,NA,0.229
1998-11-13,NA,0.166
1998-11-14,NA,0.122
1998-11-15,NA,0.089
1998-11-16,NA,0.067
1998-11-17,NA,0.062
1998-11-18,NA,0.061
1998-11-19,NA,0.061
1998-11-20,NA,0.06
1998-11-21,NA,0.059
1998-11-22,NA,0.058
1998-11-23,NA,0.057
1998-11-24,NA,0.057
1998-11-25,NA,0.056
1998-11-26,NA,0.055
1998-11-27,NA,0.054
1998-11-28,NA,0.054
1998-11-29,NA,0.053
1998-11-30,NA,0.052
1998-12-01,NA,0.051
1998-12-02,NA,0.051
1998-12-03,NA,0.05
1998-12-04,NA,0.055
1998-12-05,NA,0.061
1998-12-06,NA,0.068
1998-12-07,NA,0.075
1998-12-08,NA,0.084
1998-12-09,NA,0.092
1998-12-10,NA,0.093
1998-12-11,NA,0.095
1998-12-12,NA,0.096
1998-12-13,NA,0.098
1998-12-14,NA,0.099
1998-12-15,NA,0.1
1998-12-16,NA,0.102
1998-12-17,NA,0.103
1998-12-18,NA,0.105
1998-12-19,NA,0.106
1998-12-20,NA,0.108
1998-12-21,NA,0.109
1998-12-22,NA,0.111
1998-12-23,NA,0.112
1998-12-24,NA,0.114
1998-12-25,NA,0.116
1998-12-26,NA,0.117
1998-12-27,NA,0.119
1998-12-28,NA,0.121
1998-12-29,NA,0.122
1998-12-30,NA,0.124
1998-12-31,NA,0.126
1999-01-01,NA,0.128
1999-01-02,NA,0.13
1999-01-03,NA,0.131
1999-01-04,NA,0.133
1999-01-05,NA,0.135
1999-01-06,NA,0.137
1999-01-07,NA,0.139
1999-01-08,NA,0.141
1999-01-09,NA,0.143
1999-01-10,NA,0.145
1999-01-11,NA,0.147
1999-01-12,NA,0.149
1999-01-13,NA,0.151
1999-01-14,NA,0.153
1999-01-15,NA,0.154
1999-01-16,NA,0.153
1999-01-17,NA,0.152
1999-01-18,NA,0.152
1999-01-19,NA,0.151
1999-01-20,NA,0.151
1999-01-21,NA,0.15
1999-01-22,NA,0.18
1999-01-23,NA,0.288
1999-01-24,NA,0.461
1999-01-25,NA,0.628
1999-01-26,NA,0.396
1999-01-27,NA,0.255
1999-01-28,NA,0.243
1999-01-29,NA,0.236
1999-01-30,NA,0.234
1999-01-31,NA,0.232
1999-02-01,NA,0.231
1999-02-02,NA,0.465
1999-02-03,NA,0.738
1999-02-04,NA,0.659
1999-02-05,NA,0.646
1999-02-06,NA,0.473
1999-02-07,NA,0.345
1999-02-08,NA,0.253
1999-02-09,NA,0.331
1999-02-10,NA,0.413
1999-02-11,NA,0.568
1999-02-12,NA,0.553
1999-02-13,NA,0.257
1999-02-14,NA,0.133
1999-02-15,NA,0.106
1999-02-16,NA,0.085
1999-02-17,NA,0.077
1999-02-18,NA,0.074
1999-02-19,NA,0.071
1999-02-20,NA,0.068
1999-02-21,NA,0.066
1999-02-22,NA,0.063
1999-02-23,NA,0.061
1999-02-24,NA,0.059
1999-02-25,NA,0.056
1999-02-26,NA,0.054
1999-02-27,NA,0.052
1999-02-28,NA,0.05
1999-03-01,NA,0.048
1999-03-02,NA,0.048
1999-03-03,NA,0.048
1999-03-04,NA,0.048
1999-03-05,NA,0.048
1999-03-06,NA,0.048
1999-03-07,NA,0.048
1999-03-08,NA,0.048
1999-03-09,NA,0.048
1999-03-10,NA,0.048
1999-03-11,NA,0.048
1999-03-12,NA,0.049
1999-03-13,NA,0.049
1999-03-14,NA,0.049
1999-03-15,NA,0.049
1999-03-16,NA,0.049
1999-03-17,NA,0.049
1999-03-18,NA,0.049
1999-03-19,NA,0.049
1999-03-20,NA,0.049
1999-03-21,NA,0.049
1999-03-22,NA,0.049
1999-03-23,NA,0.049
1999-03-24,NA,0.049
1999-03-25,NA,0.049
1999-03-26,NA,0.049
1999-03-27,NA,0.049
1999-03-28,NA,0.049
1999-03-29,NA,0.049
1999-03-30,NA,0.049
1999-03-31,NA,0.049
1999-04-01,NA,0.049
1999-04-02,NA,0.05
1999-04-03,NA,0.246
1999-04-04,NA,0.195
1999-04-05,NA,0.144
1999-04-06,NA,0.206
1999-04-07,NA,0.249
1999-04-08,NA,0.225
1999-04-09,NA,0.48
1999-04-10,NA,0.288
1999-04-11,NA,0.178
1999-04-12,NA,0.135
1999-04-13,NA,0.122
1999-04-14,NA,0.11
1999-04-15,NA,0.099
1999-04-16,NA,0.09
1999-04-17,NA,0.081
1999-04-18,NA,0.073
1999-04-19,NA,0.066
1999-04-20,NA,0.059
1999-04-21,NA,0.054
1999-04-22,NA,0.07
1999-04-23,NA,0.238
1999-04-24,NA,0.294
1999-04-25,NA,0.116
1999-04-26,NA,0.054
1999-04-27,NA,0.055
1999-04-28,NA,0.059
1999-04-29,NA,0.064
1999-04-30,NA,0.069
1999-05-01,NA,0.07
1999-05-02,NA,0.07
1999-05-03,NA,0.07
1999-05-04,NA,0.07
1999-05-05,NA,0.07
1999-05-06,NA,0.153
1999-05-07,NA,0.12
1999-05-08,NA,0.098
1999-05-09,NA,0.096
1999-05-10,NA,0.093
1999-05-11,NA,0.091
1999-05-12,NA,0.089
1999-05-13,NA,0.087
1999-05-14,NA,0.085
1999-05-15,NA,0.083
1999-05-16,NA,0.089
1999-05-17,NA,0.67
1999-05-18,NA,0.356
1999-05-19,NA,0.206
1999-05-20,NA,0.165
1999-05-21,NA,0.147
1999-05-22,NA,0.131
1999-05-23,NA,0.12
1999-05-24,NA,0.118
1999-05-25,NA,0.117
1999-05-26,NA,0.115
1999-05-27,NA,0.114
1999-05-28,NA,0.112
1999-05-29,NA,0.111
1999-05-30,NA,0.11
1999-05-31,NA,0.108
1999-06-01,NA,0.107
1999-06-02,NA,0.105
1999-06-03,NA,0.104
1999-06-04,NA,0.103
1999-06-05,NA,0.101
1999-06-06,NA,0.246
1999-06-07,NA,0.604
1999-06-08,NA,0.538
1999-06-09,NA,0.387
1999-06-10,NA,0.334
1999-06-11,NA,0.406
1999-06-12,NA,0.257
1999-06-13,NA,0.202
1999-06-14,NA,0.197
1999-06-15,NA,0.194
1999-06-16,NA,0.191
1999-06-17,NA,0.187
1999-06-18,NA,0.184
1999-06-19,NA,0.181
1999-06-20,NA,0.178
1999-06-21,NA,0.176
1999-06-22,NA,0.173
1999-06-23,NA,0.17
1999-06-24,NA,0.167
1999-06-25,NA,0.164
1999-06-26,NA,0.162
1999-06-27,NA,0.159
1999-06-28,NA,0.156
1999-06-29,NA,0.154
1999-06-30,NA,0.151
1999-07-01,NA,0.213
1999-07-02,NA,0.207
1999-07-03,NA,0.169
1999-07-04,NA,0.146
1999-07-05,NA,0.137
1999-07-06,NA,0.129
1999-07-07,NA,0.121
1999-07-08,NA,0.114
1999-07-09,NA,0.107
1999-07-10,NA,0.101
1999-07-11,NA,0.095
1999-07-12,NA,0.09
1999-07-13,NA,0.087
1999-07-14,NA,0.085
1999-07-15,NA,0.083
1999-07-16,NA,0.081
1999-07-17,NA,0.114
1999-07-18,NA,0.085
1999-07-19,NA,0.118
1999-07-20,NA,0.116
1999-07-21,NA,0.207
1999-07-22,NA,0.147
1999-07-23,NA,0.173
1999-07-24,NA,0.233
1999-07-25,NA,0.182
1999-07-26,NA,0.143
1999-07-27,NA,0.13
1999-07-28,NA,0.121
1999-07-29,NA,0.113
1999-07-30,NA,0.105
1999-07-31,NA,0.22
1999-08-01,NA,0.171
1999-08-02,NA,0.121
1999-08-03,NA,0.091
1999-08-04,NA,0.105
1999-08-05,NA,0.094
1999-08-06,NA,0.086
1999-08-07,NA,0.119
1999-08-08,NA,0.134
1999-08-09,NA,0.102
1999-08-10,NA,0.11
1999-08-11,NA,0.098
1999-08-12,NA,0.096
1999-08-13,NA,0.093
1999-08-14,NA,0.091
1999-08-15,NA,0.088
1999-08-16,NA,0.086
1999-08-17,NA,0.083
1999-08-18,NA,0.081
1999-08-19,NA,0.186
1999-08-20,NA,0.126
1999-08-21,NA,0.098
1999-08-22,NA,0.094
1999-08-23,NA,0.138
1999-08-24,NA,0.273
1999-08-25,NA,0.229
1999-08-26,NA,0.113
1999-08-27,NA,0.105
1999-08-28,NA,0.104
1999-08-29,NA,0.103
1999-08-30,NA,0.102
1999-08-31,NA,0.101
1999-09-01,NA,0.1
1999-09-02,NA,0.1
1999-09-03,NA,0.099
1999-09-04,NA,0.098
1999-09-05,NA,0.097
1999-09-06,NA,0.096
1999-09-07,NA,0.095
1999-09-08,NA,0.094
1999-09-09,NA,0.094
1999-09-10,NA,0.093
1999-09-11,NA,0.092
1999-09-12,NA,0.091
1999-09-13,NA,0.09
1999-09-14,NA,0.09
1999-09-15,NA,0.089
1999-09-16,NA,0.088
1999-09-17,NA,0.087
1999-09-18,NA,0.086
1999-09-19,NA,0.086
1999-09-20,NA,0.085
1999-09-21,NA,0.084
1999-09-22,NA,0.083
1999-09-23,NA,0.083
1999-09-24,NA,0.082
1999-09-25,NA,0.081
1999-09-26,NA,0.081
